Cliente_Key,COD UNID,COD SERVICIO,Personal_Real,Cliente_Nombre,Cliente_Key_right,Unidad,Servicio,Personal_Estimado,Cliente_Nombre_right,Cliente,Estado
,,,0,,82747,4105, 48,2.0,FERREYROS SOCIEDAD ANÓNIMA,FERREYROS SOCIEDAD ANÓNIMA,SIN_DATOS
,,,0,,60776,25727, 26,1.0,HERMES TRANSPORTES BLINDADOS  S A,HERMES TRANSPORTES BLINDADOS  S A,SIN_DATOS
7006,23541,387,1,REPSOL COMERCIAL SAC,7006,23541,387,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,FALTA
,,,0,,23649,2158, 95,2.3333333333333335,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
,,,0,,75608,4851,098,1.1666666666666667,TECNOLOGICA DE ALIMENTOS S.A.,TECNOLOGICA DE ALIMENTOS S.A.,SIN_DATOS
87857,18990,G66,3,SOFTYS PERU S.A.C.,87857,18990,G66,2.3333333333333335,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,SOBRECARGA
112043,10046,L58,2,MALL PLAZA PERÚ S.A.,112043,10046,L58,3.5,MALL PLAZA PERÚ S.A.,MALL PLAZA PERÚ S.A.,FALTA
78042,8404,354,45,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,8404,354,37.333333333333336,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,SOBRECARGA
89419,20277,453,3,PLUZ ENERGÍA PERÚ S.A.A.,89419,20277,453,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,SOBRECARGA
,,,0,,7904,2250, 95,2.3333333333333335,STROBBE INDUSTRIAL S.A.C.,STROBBE INDUSTRIAL S.A.C.,SIN_DATOS
,,,0,,65770,20316, 95,2.8,ORYGEN PERU S.A.A.,ORYGEN PERU S.A.A.,SIN_DATOS
,,,0,,65770,20301, 95,8.4,ORYGEN PERU S.A.A.,ORYGEN PERU S.A.A.,SIN_DATOS
,,,0,,70314,26564, 41,1.1666666666666667,VIVA NEGOCIO INMOBILIARIO S.A.C.,VIVA NEGOCIO INMOBILIARIO S.A.C.,SIN_DATOS
,,,0,,99042,24377, 42,2.3333333333333335,CUSHMAN & WAKEFIELD PERU S.A.,CUSHMAN & WAKEFIELD PERU S.A.,SIN_DATOS
23001,26422,113,3,SOLGAS S.A.,23001,26422,113,2.3333333333333335,SOLGAS S.A.,SOLGAS S.A.,SOBRECARGA
,,,0,,23649,4268, 95,2.3333333333333335,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
7006,20139,I24,1,REPSOL COMERCIAL SAC,7006,20139,I24,1.0,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,EXACTO
,,,0,,108939,25124,O32,1.0,LIDERMAN SERVICIOS S.A.C.,LIDERMAN SERVICIOS S.A.C.,SIN_DATOS
,,,0,,83990,19644, 53,2.0,SKF DEL PERU S A,SKF DEL PERU S A,SIN_DATOS
,,,0,,85661,3369, 41,1.1666666666666667,SOLTRAK S.A.,SOLTRAK S.A.,SIN_DATOS
,,,0,,90912,5061, 95,2.3333333333333335,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
,,,0,,56948,4412, 41,1.1666666666666667,AEROPUERTOS DEL PERU S.A.,AEROPUERTOS DEL PERU S.A.,SIN_DATOS
,,,0,,23001,26413, 95,7.0,SOLGAS S.A.,SOLGAS S.A.,SIN_DATOS
116365,13291,398,3,PROMOCION INMOBILIARIA DEL SUR S.A.C. - PRINSUR,116365,13291,398,2.3333333333333335,PROMOCION INMOBILIARIA DEL SUR S.A.C. - PRINSUR,PROMOCION INMOBILIARIA DEL SUR S.A.C. - PRINSUR,SOBRECARGA
,,,0,,134103,15640,E29,3.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,SIN_DATOS
,,,0,,56948,1469, 41,3.5,AEROPUERTOS DEL PERU S.A.,AEROPUERTOS DEL PERU S.A.,SIN_DATOS
7783,25563,152,1,MEDLOG PERU S.A.,7783,25563,152,1.1666666666666667,MEDLOG PERU S.A.,MEDLOG PERU S.A.,FALTA
,,,0,,77667,18967, 95,7.0,PESQUERA DIAMANTE S.A.,PESQUERA DIAMANTE S.A.,SIN_DATOS
,,,0,,136519,17170, 95,2.3333333333333335,INDUSTRIAS FIBRAFORTE S A,INDUSTRIAS FIBRAFORTE S A,SIN_DATOS
,,,0,,70588,13237, 48,1.0,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
106877,25749,151,1,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,106877,25749,151,1.1666666666666667,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,FALTA
134103,15685,473,1,MINERA BOROO MISQUICHILCA S.A.,134103,15685,473,1.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,EXACTO
,,,0,,83736,26664, 95,12.0,MARCOBRE S.A.C.,MARCOBRE S.A.C.,SIN_DATOS
63394,15279,519,1,ADIDAS PERU S.A.C,63394,15279,519,1.1666666666666667,ADIDAS PERU S.A.C,ADIDAS PERU S.A.C,FALTA
88625,21546,P19,1,URBANOVA INMOBILIARIA S.A.C,88625,21546,P19,1.0,URBANOVA INMOBILIARIA S.A.C,URBANOVA INMOBILIARIA S.A.C,EXACTO
77526,4103,D37,1,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,77526,4103,D37,1.5,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,FALTA
87857,26569,156,2,SOFTYS PERU S.A.C.,87857,26569,156,1.0,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,SOBRECARGA
,,,0,,113647,13987, 95,4.666666666666667,VEND S.A.C.,VEND S.A.C.,SIN_DATOS
,,,0,,229191,26662, 95,4.666666666666667,BPO TANK TERMINALS S.A.C.,BPO TANK TERMINALS S.A.C.,SIN_DATOS
,,,0,,173925,26499, 40,0.16666666666666666,OTOYA MH SAC,OTOYA MH SAC,SIN_DATOS
54550,25956,F35,1,HIPERMERCADOS TOTTUS S.A.,54550,25956,F35,1.1666666666666667,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,FALTA
161437,25092,F16,1,CONAFOVICER,161437,25092,F16,1.1666666666666667,CONAFOVICER,CONAFOVICER,FALTA
,,,0,,73701,2426, 95,4.666666666666667,ATTON SAN ISIDRO S.A.C.,ATTON SAN ISIDRO S.A.C.,SIN_DATOS
,,,0,,89419,20280, 95,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,SIN_DATOS
181453,24611,D49,1,GOTHIA CONSULTORES SOCIEDAD ANONIMA CERRADA - GOTHIA CONSULTORES,181453,24611,D49,1.1666666666666667,GOTHIA CONSULTORES SOCIEDAD ANONIMA CERRADA - GOTH,GOTHIA CONSULTORES SOCIEDAD ANONIMA CERRADA - GOTHIA CONSULTORES,FALTA
,,,0,,23649,357,808,0.3333333333333333,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
78929,22760,509,3,DORMESON S A,78929,22760,509,2.3333333333333335,DORMESON S A,DORMESON S A,SOBRECARGA
71146,2604,626,2,INMUEBLES LIMATAMBO S.A.,71146,2604,626,2.3333333333333335,INMUEBLES LIMATAMBO S.A.,INMUEBLES LIMATAMBO S.A.,FALTA
23085,3432,G37,2,YURA S.A.,23085,3432,G37,2.3333333333333335,YURA S.A.,YURA S.A.,FALTA
77526,3054,165,3,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,77526,3054,165,3.0,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,EXACTO
,,,0,,22931,393, 95,2.3333333333333335,MANUFACTURAS ELECTRICAS S A,MANUFACTURAS ELECTRICAS S A,SIN_DATOS
,,,0,,22888,20001, 95,2.3333333333333335,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,SIN_DATOS
,,,0,,143729,19741, 95,2.3333333333333335,LABORATORIOS AC FARMA S.A.,LABORATORIOS AC FARMA S.A.,SIN_DATOS
,,,0,,93918,5074, 95,2.3333333333333335,CONSORCIO TRANSMANTARO S.A.,CONSORCIO TRANSMANTARO S.A.,SIN_DATOS
83736,26663,291,1,MARCOBRE S.A.C.,83736,26663,291,1.5,MARCOBRE S.A.C.,MARCOBRE S.A.C.,FALTA
,,,0,,7006,16466, 42,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,156008,22380, 95,2.3333333333333335,FERTILIZANTES DEL SUR SOCIEDAD ANONIMA CERRADA - F,FERTILIZANTES DEL SUR SOCIEDAD ANONIMA CERRADA - F,SIN_DATOS
,,,0,,58298,3290, 42,1.1666666666666667,SOCIEDAD NACIONAL DE INDUSTRIAS,SOCIEDAD NACIONAL DE INDUSTRIAS,SIN_DATOS
,,,0,,22739,26672,A57,1.1666666666666667,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,SIN_DATOS
,,,0,,102591,8356, 15,0.16666666666666666,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
,,,0,,63449,3307, 95,2.3333333333333335,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DI,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DI,SIN_DATOS
75599,2584,L79,1,CIA MINERA RAURA S A,75599,2584,L79,1.5,CIA MINERA RAURA S A,CIA MINERA RAURA S A,FALTA
152598,21702,100,1,CLINICA VALLESUR S.A.,152598,21702,100,1.0,CLINICA VALLESUR S.A.,CLINICA VALLESUR S.A.,EXACTO
,,,0,,23418,92, 42,1.1666666666666667,IMPALA TERMINALS PERU S.A.C.,IMPALA TERMINALS PERU S.A.C.,SIN_DATOS
,,,0,,70588,14032, 41,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,165970,25701,O91,1.1666666666666667,ABU ABU SAC,ABU ABU SAC,SIN_DATOS
,,,0,,91529,16351,F35,1.1666666666666667,HIPERMERCADOS TOTTUS ORIENTE S.A.C.,HIPERMERCADOS TOTTUS ORIENTE S.A.C.,SIN_DATOS
78042,7940,774,12,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,7940,774,12.0,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,EXACTO
,,,0,,72182,3593, 11,2.3333333333333335,CORPORACION MG SOCIEDAD ANONIMA CERRADA,CORPORACION MG SOCIEDAD ANONIMA CERRADA,SIN_DATOS
,,,0,,85652,25047, 49,1.0,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,SIN_DATOS
126664,13486,375,1,CERAMICA SAN LORENZO SAC,126664,13486,375,1.1666666666666667,CERAMICA SAN LORENZO SAC,CERAMICA SAN LORENZO SAC,FALTA
160980,26687,F21,1,SMARTFIT PERU S.A.C.,160980,26687,F21,1.0,SMARTFIT PERU S.A.C.,SMARTFIT PERU S.A.C.,EXACTO
,,,0,,102436,8322, 95,2.3333333333333335,INNOVACIONES DIAGNOSTICAS INTELIGENTES S.A.C.,INNOVACIONES DIAGNOSTICAS INTELIGENTES S.A.C.,SIN_DATOS
,,,0,,11883,25102, 29,1.0,BANCO INTERAMERICANO DE FINANZAS,BANCO INTERAMERICANO DE FINANZAS,SIN_DATOS
70588,6617,106,3,REAL PLAZA S.R.L.,70588,6617,106,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SOBRECARGA
59077,11709,151,1,CLINICA INTERNACIONAL S A,59077,11709,151,1.1666666666666667,CLINICA INTERNACIONAL S A,CLINICA INTERNACIONAL S A,FALTA
8287,26167,P13,1,JONES LANG LASALLE S.R.L.,8287,26167,P13,1.0,JONES LANG LASALLE S.R.L.,JONES LANG LASALLE S.R.L.,EXACTO
,,,0,,22888,251, 95,4.666666666666667,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,SIN_DATOS
,,,0,,8330,23836, 95,2.3333333333333335,SAN FERNANDO S.A.,SAN FERNANDO S.A.,SIN_DATOS
,,,0,,71436,19780, 37,0.16666666666666666,ALICORP SAA,ALICORP SAA,SIN_DATOS
85564,3250,L69,1,EMPRESA DE GENERACION HUANZA S.A.,85564,3250,L69,1.1666666666666667,EMPRESA DE GENERACION HUANZA S.A.,EMPRESA DE GENERACION HUANZA S.A.,FALTA
62594,20171,708,18,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",62594,20171,708,18.0,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER","SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",EXACTO
71436,9696,156,1,ALICORP SAA,71436,9696,156,1.0,ALICORP SAA,ALICORP SAA,EXACTO
,,,0,,63696,8080, 95,2.3333333333333335,REYMOSA S.A.,REYMOSA S.A.,SIN_DATOS
,,,0,,0050,388,028,2.3333333333333335,"","",SIN_DATOS
9463,21237,D20,1,BANCO INTERNACIONAL DEL PERU-INTERBANK,9463,21237,D20,1.0,BANCO INTERNACIONAL DEL PERU-INTERBANK,BANCO INTERNACIONAL DEL PERU-INTERBANK,EXACTO
,,,0,,119803,21145, 95,4.666666666666667,DP WORLD CALLAO S.R.L.,DP WORLD CALLAO S.R.L.,SIN_DATOS
,,,0,,55712,1017, 95,2.3333333333333335,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,SIN_DATOS
,,,0,,117496,26632, 41,2.3333333333333335,ABBA S.A.C EN LIQUIDACION,ABBA S.A.C EN LIQUIDACION,SIN_DATOS
,,,0,,22931,393,156,1.0,MANUFACTURAS ELECTRICAS S A,MANUFACTURAS ELECTRICAS S A,SIN_DATOS
,,,0,,8795,999, 95,4.666666666666667,ELECTRO DUNAS S.A.A.,ELECTRO DUNAS S.A.A.,SIN_DATOS
,,,0,,84045,26356, 42,1.1666666666666667,CORPORACION ANDINA DEL GAS PERU SOCIEDAD ANONIMA C,CORPORACION ANDINA DEL GAS PERU SOCIEDAD ANONIMA C,SIN_DATOS
,,,0,,143729,19746, 41,1.1666666666666667,LABORATORIOS AC FARMA S.A.,LABORATORIOS AC FARMA S.A.,SIN_DATOS
70588,13230,882,1,REAL PLAZA S.R.L.,70588,13230,882,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,FALTA
,,,0,,7006,26367, 95,2.3333333333333335,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,111643,22748, 20,1.0,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
,,,0,,153921,21925, 95,2.3333333333333335,POLYROOF SOCIEDAD ANONIMA CERRADA - POLYROOF S.A.C,POLYROOF SOCIEDAD ANONIMA CERRADA - POLYROOF S.A.C,SIN_DATOS
,,,0,,146309,23554, 16,2.3333333333333335,ENEL GENERACION PIURA S.A.,ENEL GENERACION PIURA S.A.,SIN_DATOS
62594,1404,156,1,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",62594,1404,156,1.0,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER","SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",EXACTO
62594,20173,Q40,1,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",62594,20173,Q40,1.5,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER","SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",FALTA
,,,0,,56913,19704, 48,1.0,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,89419,20276, 95,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,SIN_DATOS
,,,0,,144268,19862, 95,2.3333333333333335,INVERSIONES MIRANAVES SOCIEDAD ANONIMA CERRADA - M,INVERSIONES MIRANAVES SOCIEDAD ANONIMA CERRADA - M,SIN_DATOS
,,,0,,66965,22932, 20,2.0,UNIVERSIDAD DE PIURA,UNIVERSIDAD DE PIURA,SIN_DATOS
,,,0,,55838,1022, 53,1.0,"WORLD WILDLIFE FUND, INC.","WORLD WILDLIFE FUND, INC.",SIN_DATOS
,,,0,,108413,26072, 95,2.3333333333333335,PLUSPETROL PERU CORPORATION S.A.,PLUSPETROL PERU CORPORATION S.A.,SIN_DATOS
212087,26624,O30,1,LIDERMAN FACILITIES S.A.C.,212087,26624,O30,1.0,LIDERMAN FACILITIES S.A.C.,LIDERMAN FACILITIES S.A.C.,EXACTO
113623,10975,156,1,COMPANIA MINERA ARES S.A.C.,113623,10975,156,1.0,COMPANIA MINERA ARES S.A.C.,COMPANIA MINERA ARES S.A.C.,EXACTO
111212,22629,305,2,H & M HENNES & MAURITZ S.A.C.,111212,22629,305,1.1666666666666667,H & M HENNES & MAURITZ S.A.C.,H & M HENNES & MAURITZ S.A.C.,SOBRECARGA
,,,0,,111643,18384, 41,1.1666666666666667,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
81865,24997,P22,2,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,81865,24997,P22,2.0,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,EXACTO
,,,0,,102591,8356, 48,4.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
78042,24789,354,1,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,24789,354,4.666666666666667,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,FALTA
,,,0,,90912,5085, 95,2.3333333333333335,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
,,,0,,54550,1302, 95,2.3333333333333335,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,SIN_DATOS
,,,0,,75979,6553, 95,2.3333333333333335,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
102591,8563,100,1,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,8563,100,1.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,EXACTO
,,,0,,140625,18434, 95,2.3333333333333335,INVERSIONES BENAVIDES 777 S.A.C.,INVERSIONES BENAVIDES 777 S.A.C.,SIN_DATOS
,,,0,,68629,1924, 37,0.16666666666666666,DENTONS GALLO BARRIOS PICKMANN SOCIEDAD CIVIL DE R,DENTONS GALLO BARRIOS PICKMANN SOCIEDAD CIVIL DE R,SIN_DATOS
,,,0,,161437,25772, 42,2.3333333333333335,CONAFOVICER,CONAFOVICER,SIN_DATOS
60776,25730,P29,2,HERMES TRANSPORTES BLINDADOS  S A,60776,25730,P29,2.3333333333333335,HERMES TRANSPORTES BLINDADOS  S A,HERMES TRANSPORTES BLINDADOS  S A,FALTA
89419,25672,I68,2,PLUZ ENERGÍA PERÚ S.A.A.,89419,25672,I68,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,FALTA
,,,0,,146310,20310, 95,2.8,CHINANGO S.A.C.,CHINANGO S.A.C.,SIN_DATOS
,,,0,,9932,9757, 48,1.0,LAPICES Y CONEXOS S.A. LAYCONSA,LAPICES Y CONEXOS S.A. LAYCONSA,SIN_DATOS
,,,0,,23251,79, 48,1.0,BRAEDT S.A. Ó BRSA,BRAEDT S.A. Ó BRSA,SIN_DATOS
82747,3370,113,4,FERREYROS SOCIEDAD ANÓNIMA,82747,3370,113,4.666666666666667,FERREYROS SOCIEDAD ANÓNIMA,FERREYROS SOCIEDAD ANÓNIMA,FALTA
,,,0,,90912,5086, 95,2.3333333333333335,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
,,,0,,85139,4325, 95,2.3333333333333335,SAN ROQUE S.A.,SAN ROQUE S.A.,SIN_DATOS
,,,0,,102591,8355,026,1.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
57474,17254,L43,1,MULTI TOP S.A.C.,57474,17254,L43,1.0,MULTI TOP S.A.C.,MULTI TOP S.A.C.,EXACTO
,,,0,,90912,5100, 95,2.3333333333333335,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
,,,0,,9463,22021, 48,1.0,BANCO INTERNACIONAL DEL PERU-INTERBANK,BANCO INTERNACIONAL DEL PERU-INTERBANK,SIN_DATOS
,,,0,,98156,7577, 95,2.3333333333333335,BENAVIDES GANOZA RAUL EDUARDO PEDRO,BENAVIDES GANOZA RAUL EDUARDO PEDRO,SIN_DATOS
99091,21706,100,1,CLINICA MIRAFLORES SA,99091,21706,100,1.0,CLINICA MIRAFLORES SA,CLINICA MIRAFLORES SA,EXACTO
,,,0,,70588,22178, 42,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,12037,25858,P15,1.0,CEMENTOS PACASMAYO S.A.A.,CEMENTOS PACASMAYO S.A.A.,SIN_DATOS
,,,0,,61262,14658, 41,2.3333333333333335,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,SIN_DATOS
,,,0,,147189,20437, 95,2.3333333333333335,INDUSTRIAS MENDOZA SRL,INDUSTRIAS MENDOZA SRL,SIN_DATOS
,,,0,,59493,17663, 18,1.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
,,,0,,132919,15084, 18,4.0,COOP. SERVICIOS EDUCACIONALES ABRAHAM LI,COOP. SERVICIOS EDUCACIONALES ABRAHAM LI,SIN_DATOS
54553,26375,O30,2,PROMOTORA DE TURISMO NUEVO MUNDO S.A.C.,54553,26375,O30,2.0,PROMOTORA DE TURISMO NUEVO MUNDO S.A.C.,PROMOTORA DE TURISMO NUEVO MUNDO S.A.C.,EXACTO
22888,25583,127,2,IMPORTACIONES HIRAOKA S.A.C.,22888,25583,127,2.0,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,EXACTO
,,,0,,133433,15193, 42,1.1666666666666667,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,SIN_DATOS
24546,19349,G81,1,TRUPAL S.A.,24546,19349,G81,1.0,TRUPAL S.A.,TRUPAL S.A.,EXACTO
54550,25944,F35,3,HIPERMERCADOS TOTTUS S.A.,54550,25944,F35,2.3333333333333335,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,SOBRECARGA
,,,0,,101900,8232, 95,2.3333333333333335,CONSTRUCTORA EL ROBLE S.A.C.,CONSTRUCTORA EL ROBLE S.A.C.,SIN_DATOS
,,,0,,62007,22378, 95,7.0,CONTRANS S.A.C.,CONTRANS S.A.C.,SIN_DATOS
,,,0,,111643,18378, 20,1.0,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
,,,0,,59079,1184, 95,2.3333333333333335,JJC CONTRATISTAS GENERALES S.A.,JJC CONTRATISTAS GENERALES S.A.,SIN_DATOS
,,,0,,133200,18475, 95,2.3333333333333335,LINDE PERU S.R.L.,LINDE PERU S.R.L.,SIN_DATOS
7139,23448,100,1,BANCO DE CREDITO DEL PERU,7139,23448,100,1.0,BANCO DE CREDITO DEL PERU,BANCO DE CREDITO DEL PERU,EXACTO
,,,0,,133200,15167, 95,4.666666666666667,LINDE PERU S.R.L.,LINDE PERU S.R.L.,SIN_DATOS
,,,0,,70588,13231, 16,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,142093,23648, 95,2.3333333333333335,DISTRIBUCIONES D'FRIO S.A.C.,DISTRIBUCIONES D'FRIO S.A.C.,SIN_DATOS
7006,20139,I49,1,REPSOL COMERCIAL SAC,7006,20139,I49,1.0,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,EXACTO
,,,0,,9463,26648, 41,1.1666666666666667,BANCO INTERNACIONAL DEL PERU-INTERBANK,BANCO INTERNACIONAL DEL PERU-INTERBANK,SIN_DATOS
,,,0,,71436,9696, 48,1.0,ALICORP SAA,ALICORP SAA,SIN_DATOS
22888,372,537,1,IMPORTACIONES HIRAOKA S.A.C.,22888,372,537,1.1666666666666667,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,FALTA
89419,20290,E50,3,PLUZ ENERGÍA PERÚ S.A.A.,89419,20290,E50,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,SOBRECARGA
,,,0,,84886,26651, 95,11.666666666666666,ASOCIACION URBANIZACION COUNTRY CLUB DE VILLA Y LO,ASOCIACION URBANIZACION COUNTRY CLUB DE VILLA Y LO,SIN_DATOS
69289,26665,L79,1,MINSUR S. A.,69289,26665,L79,1.5,MINSUR S. A.,MINSUR S. A.,FALTA
,,,0,,159033,24637, 53,1.0,UNIBELL S.A.C.,UNIBELL S.A.C.,SIN_DATOS
,,,0,,150449,21294, 95,4.666666666666667,SAMSUNG ELECTRONICS PERU SAC,SAMSUNG ELECTRONICS PERU SAC,SIN_DATOS
,,,0,,62007,22188, 48,2.0,CONTRANS S.A.C.,CONTRANS S.A.C.,SIN_DATOS
,,,0,,87857,20445,003,2.3333333333333335,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,SIN_DATOS
,,,0,,112603,10236, 95,2.3333333333333335,"HOLDER MERINO DE ONRUBIA, TERESA MANUELA","HOLDER MERINO DE ONRUBIA, TERESA MANUELA",SIN_DATOS
,,,0,,8386,13959, 48,4.0,A W FABER CASTELL PERUANA S A,A W FABER CASTELL PERUANA S A,SIN_DATOS
,,,0,,117232,22799,476,1.1666666666666667,COMPAÑIA MINERA ANTAPACCAY S.A.,COMPAÑIA MINERA ANTAPACCAY S.A.,SIN_DATOS
,,,0,,7006,20057, 42,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
